qid, Subject,Year, section, Question,Option A,Option B,Option C,Option D,Correct,Explanation,Image, passage
15,civics,2016,Civics,ኣማኑኤል 8ይ ክፍሊ ተምሃራይ እዩ። ኣብ ቤት ትምህርቲ ኣትዩ ብምምሃር ካብ ዝረኽቦ ፍልጠት ብተወሳኺ ምስ ካልኦት ሰባት ብምዝርራብ፣ ብምክታዕ ከምኡ እዉን ኣብ ዝተፈላለዩ ኣኼባታት ብምንቕሓት ብምስታፍን ተሞክሮታት ብምክፋልን ፍልጠቱ የማዕብል፡ በዚ መሰረት ተምሃራይ ኣማኑኤል ዝተጠቐመሉ ተወሳኺ ሜላ መማዕበሊ ፍልጠት ኣየናይእዩ?,ስሩዕ,ንባብ,ዘይስሩዕ,መራኸቢ ሓፋሽ,C,,
16,civics,2016,Civics,ድሑር ኣተሓሳስባን ኣረኣእያን ማሕበረሰብና ንምቕያር ኣየናይ ተግባር ከብቅዕ ኣለዎ?,ብምኽንያት ምእማን,ተሞኩሮ ስልጡናት ምዉሳድ,ብፍልጠት ዝተሓገዘ ኣረኣእያ ምዉሳድ,ኣብ ዕሙት እምነት ተደሪኽካ ምንባር,D,,
17,civics,2016,Civics,ለበዳ ኤች ኣይ ቪ/ኤድስ ካብ ዘስዕቦም ማሕበራዊ ፀገማት ሓደ ዝኾነ ኣየናይ እዩ?,ማሕበራዊ ተናፅሎ ይቕንስ,ሞት ህፃናትን ወለድን ይቕንስ,ቁፅሪ መፈረያይ ሓይሊ ይዉስኽ,ስግኣታት ምግፋሕ ይፈጥር,D,,
18,civics,2016,Civics,ሓበራዊ ስልጣን ፌዴራልን ክልልን መንግስታት ዝገልፅ መማረፂ ኣየናይ እዩ?,ገንዘብ ምሕታም,በጀት ምፅዳቕ,ግብሪ ምእካብ,ሃገራዊ መከላኸሊ ሰራዊት ምጥያሽ,C,,
19,civics,2016,Civics,ኣብ ቤት ዕዮታት መንግስቲ በደል በፂሒና እዩ ዝብል ጥርዓን እናመርመረ ዉሳነታት ዝህብ ትካል መኽበሪ መሰል ኣየናይ እዩ?,ትካል ሓባሲ ንብዓት,ሲቪክ ማሕበራት,መራኸቢ ሓፋሽ,ኮሚሽ ስነ-ምግባርን ፀረ-ግዕዝይናን,A,,
20,civics,2016,Civics,ግብርን ኢንቨስትመንትን ናይ ሓደ ሳንቲም ክልተ ገፅ እዮም እንትባሃል እንታይ ንምባል ተደልዩ እዩ?,ግብሪን ኢንቨሰትመንትን ዘይዛመዱ ምዃኖም ንምርዳእ,ኢንቨሰትመንት ንምግፋሕ ግብሪ ዓንቃፋይ ምዃኑ ንምሕባር,ግብሪ ኣብ ምግፋሕ ኢንቨሰትመንት ሓጋዛይ ምዃኑ ንምግላፅ,ኢንቨሰትመንት እንትዓቢ ፍልፍል ግብሪ ዝቕንስ ምዃኑ ንምርዳእ,C,,
21,civics,2016,Civics,ሓንቲ ዒፍ ኣብ ሓደ ጨንፈር ተኽሊ እንትትዓርፍ እምነታ ኣብ መንፈራ እምበር ኣብ ጨንፈር ተኽሊ ኣይኮነን ፣ እንተኢልና ነየናይ መማረፂ ይሕብር?,ንህርኩትነት,ንፅግዕተኝነት,ንዓርሰ - ዕግበት,ንዓርሰ - ምርኮሳ,D,,
22,civics,2016,Civics,ዝሓሸ ዲሞክራሲያዊ ኣተሓሳስባ ወኒኑ ዝባሃል ዜጋ ነየናይ ተግባር ዝፈፀመ እዩ?,ረብሓ ዉልቀኡ ዘቐደመ,መትከላት ዲሞክራሲ ዝጠሓሰ,ንኣፈላላይ እምነት ደቂ ሰባት ዘኽበረ,መሰል ዜጋታት ንምኽባር ዝተፀገሙ,C,,
23,civics,2016,Civics,ከም መጠን ተምሃራይ ኣድልዎ እንትፍፀመካ/ኪ እንታይ ትገብር/ሪ,ስቕታ ምምራፅ,ክሲ ምቕራብ,ትምህርትኻ/ኺ ምቁራፅ,ናይ ሓይሊ ስጉምቲ ምዉሳድ,B,,
24,civics,2016,Civics,ደረት ስልጣን ሰብ-መዚ እንተዘይሃልዩ ክፍጠር ዝኽእል ሳዕቤን ዘብራሀርህ ኣየናይ እዩ?,ስርዓት ኣልቦነት ይስፋሕፋሕ,መሰል ተገልገልቲ ይኽበር,ግልፅነትን ተሓታትነትን ይዓቢ,ልዕልነት ሕጊ ይሰፍን,A,,
25,civics,2016,Civics,ሰላምን ድሕንነትን ህዝቢ ኣብ ሓደጋ ዘወድቑ ኣዕነወቲ ተግባራት ከመይ ክንከላኸሎም ንኸእል?,ዓርስኻ/ኺ ንጥፍኣት ቁሩብ ብምዃን,ኣብ መንጎ ህዝቢ በለካ ለኸዐካ ብምንዛሕ,ኣጉል ፖለቲካዊ ዕላማ ካብ ምስጓም ብምቑጣብ,ሚስጢር ህዝብን መንግስትን ኣሕሊፋካ ብምሃብ,C,,
26,civics,2016,Civics,ኣብ ክልልና ትግራይ ናይ ምዕቛር ልምድና ትሑት ዝኾነሉ ምኽንያት ኣየናይ እዩ?,ዘለና ሃፍቲ ዉሱን ስለዝኾነ,ስእነት ሰነይ ምምሕዳር ስለዘለና,ትሉም ምጣነ ስድራ ስለንጥቀም,ሃይማኖታዊን ባህላዊ ባዓላት ስለነብዝሕ,D,,
27,civics,2016,Civics,ካብዞም ዝስዕቡ መማረፂታት ሓደ መትከል ስርዓት ዲሞክራሲ ዝኾነ ኣየናይ እዩ?,ምስፍሕፋሕ ዘርኣዊነት,ላዕለዋይነት መንግስቲ,ምኽባር ሰብኣዊን ዴሞክራሲያዊን መሰላት,ድምፂ ዉሑዳት ይመርሕ ድምፂ ኣብዛሓ ይሕሎ,C,,
28,civics,2016,Civics,ካብዞም ዝስዕቡ መማረፂታት ኣድላይነት ሕገ መንግስቲ ዘብራህርህ ኣየናይ እዩ?,ፍፁማውን ዘይከፋፍልን ስልጣን መንግስቲ የረጋግፅ,ህዝብታት ብዓርሶም ክውስኑን ከመሓድሩን ይሕግዝ,ኣብ ጉዳያት ሃይማኖት ዉሳነ ክህብን ከመሓድርን ይረድእ,ኢ-ማዕርነታዊ ብሂራት፡ ብሄረሳባትን ህዝብታትን የማዕብል,B,,
29,civics,2016,Civics,ፅግዕተኛ ኣተሓሳስባ ዘለዎም ሰባት፦,ፀዉራ ሃገር እዮም::,ዓርሶም ዝኸእሉ ሰባት ኣዮም::,ሰሪሖም ዝነብሩ ሰባት እዮም፡፡,ቕኑዕ ኣተሓሳስባ ዘለዎም ሰባት እዮም::,A,,
30,civics,2016,Civics,ዕላማ ትምህርቲ ስነ ዜጋን ስነ ምግባርን ዝገልፅ ሓሳብ ኣየናይ እዩ,ተምሃሮ ካብ ፖለቲካዊ ተሳትፎ ንኽርሕቑ,ተምሃሮ መሰሎምን ግብኦምን ንኽፈልጡ,ተምሃሮ ብዓቕሚ ካልኦት ንኽተኣማመኑ,ተምሃሮ ሃይማኖታዊ እምነታቶም ንኸጋፍሑ,B,,
31,civics,2016,Civics,ዜጋታት ኣፈላላዮም ብዘየገድስ ማዕረ ሓለዋ ከም ዝግበረሎም ዝገልፅ መማረፂ ኣየናይ እዩ?,ማዕርነት ኣብ ቅድሚ ሕጊ,ላዕለዋይነት መንግስቲ,ተሓታትነትን ግልፅነትን,ላዕለዋይነት ሕዝቢ,A,,
32,civics,2016,Civics,ካብዞም ዝስዕቡ ተግባራት ዉልቃዊ ሓላፍነት ዝጠልብ ኣየናይ እዩ?,ፅሬት ከባቢኻ ምሕላው,ዓድኻ ካብ ፀላኢ ምኽልኻል,ህይወትካ እትምረሐሉ ስራሕ ምንዳይ,ቅርስታትና ሓደጋ ከይበፅሖም ምሕላዉ,C,,
33,civics,2016,Civics,ካብ ዝተፈላለዩ ክፋላት ሕብረተሰብ ተኣኻኺቦም ብነፃን ንሕንሕ ብምግባርን ስልጣን መንግስቲ ንምሓዝ ዝጣየሹ ዉዳበታት ኣየኖት እዮም?,ማሕበር መምህራን,ማሕበር ሃርበኛታት,ማሕበር ደቂ ኣነስትዮ,ፖለቲካዊ ፓርቲ,D,,
34,civics,2016,Civics,ዲሞክራሲያዊ ባህሊ ንምምዕባል ካብ ዝሕግዙ ተግባራት ሓደ ዝኾነ ኣየናይ እዩ?,ሃፀያዊ ስርዓት ምዝርጋሕ,ህዝባዊ መንግስቲ ምፍጣር,ልዕልነት ሰበ ስልጣን ምኽባር,ኢ-ፍትሓዊ ኣሰራርሓ ምኽታል,B,,
35,civics,2016,Civics,"""ዓደይ ንዓይ እንታይ ጌራትለይ ዘይኮነስ ኣነ ንዓደይ እንታይ ጌረላ"" ዝብል ቅኑዕ ኣተሓሳስባ ምስ ኣየናይ መማረፂ ክዛመድ ይኽእል?",ማዕርነት,ፍትሓዊነት,ስሚዒት ሓላፍነት,ልዕልነት ሕጊ,C,,
36,civics,2016,Civics,ግዕዝይና ንምክልኻል ግደ ሕብረተሰብ ክኸዉን ዝኽእል ተግባር ኣየናይ እዩ?,ጉዕዙያት ምሽላም,ንሰብ-መዚ ጉቦ ምሃብ,ጉዕዙያት ብምስጢር ምሓዝ,ኣካላት ፍትሒ ምጥንኻር,D,,
37,civics,2016,Civics,ነፃ ንሕንሕ ፖለቲካዊ ስልጣን ዝህሉ ኣበየናይ ስርዓት እዩ?,ኣብ ዘውዳዊ ስርዓት,ኣብ ዲሞክራሲያዊ ስርዓት,ኣብ ወልቀ መላኺ ስርዓት,ኣብ ፋሽስታዊ ስርዓት,B,,
38,civics,2016,Civics,ሓደ ሰብ ብመንፅር ባህልን ልምድን ተግባር ዝነብረሉ ከባቢኡ ክፍፅሞ ዘለዎን ዘይብሉን ተግባር ዝምዘነሉ መትከል ኣየናይ እዩ?,ስነ-ሞጎት,ስነ-ቁጠባ,ስነ-ልቦና,ስነ-ምግባር,D,,
39,civics,2016,Civics,ዱሑራት ኣተሓሳስባታትን ትምክሕተኛ ኣባሃህላታትን ዘይገልፅ መማረፂ ኣየናይ እዩ?,"""ስራሕ የኽብር ነፃነት የኹርዕ"" ዝብል ብምእማን ኣብ ግብሪ ምዉዓል","""ቆልዓ ብዕድሉ ይዓቢ"" ዝብል ቅቡል ብምግባር በዝሒ ቆልዑ ምዉላድ","""ካብ ዘለዎ ተወለድ ወይ ምስ ዘለዎ ተፀጋዕ"" ዝብል ኣባሃህላ ምቕባል","""ዘርኢ ወዲ/ጓል ዓበይቲ ወይ ዘርኢ ሹም እገለ"" ዝብል ቅቡል ገይርካ ምውሳድ",A,,
40,civics,2016,Civics,"""ፅላል ሕጊ"" ምርካብ እንትንብል እንታይ ማለትና እዩ?",ዳያኑ ልዕሊ ሕጊ ኮይኖም ክዳንዩ ማለትና እዩ,ዳያኑ ንጥፋኣቶም ተሓተቲ ኣይኾኑን ማለትና እዩ,ዳያኑ ንሰበስልጣናት ሓለፋ ፍትሒ ምሃብ ማለትና እዩ,ንኩሉ ዜጋ ብማዕረ ሓለዋ ሕጊ ምሃብ ማለትና እዩ,D,,
41,civics,2016,Civics,ምስጢር መሓዛና ንምሕላዉ እንታይ ዓይነት ጥንቃቐታት ክንወስድ ይግባእ?,ሸለል ምባል,እምነት ምጉዳል,ብምስጢር ዝተሓዙ ጉዳያት ፈሊኻ ምሓዝ,ምስ ጥቕምኻ ብምትሕሓዝ ኣሕሊፍካ ምሃብ,C,,
42,civics,2016,Civics,ኣብ ላዕሊ ብዝቐረበ ፅሑፍ መሰረት ኣይተ ሓጎስ ብከይዲ ፍርድ ቤት ዝተዉሃቦ ቅፅዓት መበገሲኡ እንታይ እዩ ነይሩ?,ንዝኣተዎ ቃል-ኪዳን ስለዘየኽበረ,ገንዘብ መሓዝኡ ስለዝተቐበለ,ብሓደራ ዝተዉሃቦ ገንዘብ ስለዝዓቀበ,ሓላፍነቱ ብኣግባቡ ስለዝተዋፅአ,A,,
43,civics,2016,Civics,ካብዞም ዝስዕቡ መማረፂታት ካብ መንጎ ሰብኣዊ መሰላት ጉጅለ ዝኾነ ኣየናይ እዩ?,መሰል ድሕንነት ኣካል,መሰል ብሂወት ምንባር,መሰል ማዕርነት,መሰል ካብ ሕጊ ወፃኢ ዘይምኽሳስን ዘይምእሳርን,C,,
44,civics,2016,Civics,ዘይተፀሓፈ ሕገ-መንግስቲ ካብ ዝተፀሓፈ ሕገ መንግስቲ ዝፍለየሉ መንገዲ ዘብራህርሀ ኣየናይ እዩ?,ድምፂ ብዙሓት ኣየኽብርን,ብቐሊሉ ክለዋወጥ ዝኽእል እዩ,ውዳበታት ክጣየሹ ኣይፈቅድን,ስልጣን ፓርላማ ኣይግድብን,B,,
45,civics,2016,Civics,ሜላ መኽበሪ መሰል ጉድኣት ኣካል ዝኾነ ተግባር ኣየናይ እዩ?,ጉድኣት ኣካል ከም ትሑታት ጌርካ ምርኣይ,ጉዱኣት ኣካል እንከይሰርሑ መሃያ ክኸፈሎም ምግባር,ጉዱኣት ኣካል ኣብ ሓደገኛ ከባቢ ንክሰርሑ ምግዳድ,ጉድኣት ኣካል ኩለመደያዊ ሓለዋ ሕጊ ክህልዎም ምግባር,D,,
46,civics,2016,Civics,ዉፅኢታዊ ስራሕ ተሰሪሑ ክንብል ከለና እቲ ስራሕ፦,ስእነት ስራሕ ዘጋድድ እንተኾይኑ እዩ፡፡,ግዜኡን ፅሬቱን ሓልዩ ዝተሰርሐ እንተኾይኑ እዩ፡፡,ንዘይተደለየ ወፃኢታት ዘቃልዕ እንተኾይኑ እዩ፡፡,ልዑል ጉልበትን ግዜን ዝጠልብ እንተኾይኑ እዩ፡፡,B,,
47,civics,2016,Civics,ኣብ ዉሽጢ ሓደ ሕብረተሰብ ስርዓት ዲሞክራሲ እንተተሃኒፁ፦,ፍትሕን ርትዕን ይዛባዕ,ማሕበረሰባዊ ተፃቦኦታት ይበዝሑ,ስሉጥን ቀፃሊን ልምዓት ይመፅእ,ድሩት ፖለቲካዊ ተሳትፎ ይህሉ,C,,
48,civics,2016,Civics,"""ዝኾነ ይኹን ስራሕ ንኹሉ ግዜ ብማዕረ ክነኽብር ኣለና"" ንዝብል ሓሳብ ብትኽክል ክገልፆ ዝኽእል መማረፂ ኣየናይ እዩ?",ኩሉ ስራሕ ማዕረ ክብሪ ኣይህልዎን,ሓደ ስራሕ ካብ ካሊእ ስራሕ ዝዓቢ ምዃኑ ምርዳእ,ልዑል ገንዘብ ዝርከበሉ ስራሕ ጥራሕ ክቡር ይኸዉን,ኩሉ ስራሕ ማዕረ ሽቶን ሃገራዊ ብፂሒትን ስለዝህልዎ ክቡር እዩ,D,,
49,civics,2016,Civics,ናይ ኹሉ ዜጋ ተሳትፎ ዘይሓትት ተግባር ኣየናይ እዩ?,በዓል ገዛኻ/ኺ ምምራፅ,ምክልኻል ሕማማት,ምክልኻል ሃገር,ሓለዋ ሃፍትታት ተፈጥሮ,A,,
50,civics,2016,Civics,ድኽነትን ድሕረትን ህዝብና ንምቕራፍ እንታይ ዓይነት ስጉምቲ ምዉሳድ የድሊ?,ጠለብ ረዲኤት ምዕባይ,ቀፅሪ ስደተኛታት መናእሰይ ምዝያድ,ንዉሽጣዊ ፀጋታት ወፃኢ ዓዲ ምዕባይ,ፖሊሲታት ልምዓት ምሕንፃፅን ምትግባርን,D,,
51,civics,2016,Civics,ግብረ-ገብነት ዘለዎም ሰባት ክፍፅምዎም ካብ ዝኽእሉ ተግባራት ሓደ ዝኾነ ኣየናይ እዩ?,የታልሉ,ንሰባት ይኸትሩ,ንሰባት የኽብሩ,ንሰባት የናእሱ,C,,
52,civics,2016,Civics,"""ዝዓቖረ ከረመ ዝነገፈ ተሃለመ” ዝብል ኣበሃህላ ነየናይ ሓሳብ ይገልፅ?",ምዕቛር ዋሕስ ህላወና ምዃኑ,ኣብ ክረምቲ ምዕቛር ከምዘድሊ,ምዕቛር ንህላወና ጠንቂ ከምዝኾነ,ብዛዕባ ፅባሕ ምሕሳብ ኣድላዪ ከምዘይኮነ,A,,
53,civics,2016,Civics,ኣብ ጉሕለት ንብረት ህዝብን መንግስትን፣ ጉቦ ምሃብን ምቕባልን ዝተረኸቡ ኣካላት ዘቃልዕን ዝምርምርን ትካል ኣየናይ እዩ?,ትካል ሓባሲ ንብዓት,ትካል ሲቪክ ማሕበራት,ኮሚሽን ሰብኣዊ መሰላት,ኮሚሽን ፀረ-ግዕዝይናን ስነ ምግባርን,D,,
54,civics,2016,Civics,ዘይሕጋዊ ንግዲ (ኮንትሮባንድ) ኣብ ምጣነ-ሃፍታዊ ሓንቲ ሃገር ዝህልዎ ፅልዋ ዘብራህርሀ ኣየናይ እዩ?,ዝተረጋገፀ ልዉዉጥ ዕዳጋ ይህሉ,ሰላምን ጥዕናን ሕብረተሰብ የዉሕስ,ልምዓታዊ ምንቅስቓሳት የሳልጥ,ጠንቂ ምእካብ ግብሪን ቀረፅን ይኸዉን,D,,
55,civics,2016,Civics,ለበዳ ኤች ኣይ ቪ/ኤድስ ካብ ዝመሓላለፈሎም መንገድታት ሓደ ዘይኮነ ኣየናይ እዩ?,ኣብ ሓዳርካ/ኪ ተኣማኒት ምዃን,ስዲ ዝኾነ ፆታዊ ረኽቢ ምፍፃም,በቲ ቫይረስ ዝተለኸፉ በላሕቲ ነገራት ምጥቃም,ቅድሚ መርዓ ምፍፃሙ ምርመራ ደም ዘይምክያዱ,A,,
56,civics,2016,Civics,ተፃባእቲ ወገናት ነናይ ውልቆም ሓሳብ ብትዕግስቲ ወይ እቲ ሓደ ነቲ ካሊእ ጣልቃ ኣትዩ ሓሳቡ ካብ ምቁራፅ ብምዕቃብ ጎንፆም ዝፈትሕሉ ኣገባብ ኣየናይ እዩ?,ምክእኣል,ምድምማፅ,ምምይያጥ,ምትፍናን,B,,
57,civics,2016,Civics,ኣብ ኣወሃህባ ፍትሒ ኣመልኪቱ ትኽክለኛ ሓሳብ ዝሓዘ መማረፂ ኣየናይ እዩ?,ኩሉ ዜጋ ኣብ ቅድሚ ሕጊ ብማዕረ ክረአ ይግባእ,ዳያኑ ንዉልቀ ድሌቶም ተገዛእቲ ክኾኑ ይግባእ,ፍትሒ እንትወሃብ ፖለቲካዊ ወገናዉነት ክህሉ ኣለዎ,ንሰበ-ስልጣን ድሌቶም ልዕሊ ሕጊ ጌርካ ክዳነዩ ይግባእ,A,,
58,civics,2016,Civics,ካብ እዞም ዝስዕቡ መማረፂታት ብዛዕባ ርክብ ግዜን ስራሕን ዝገልፅ ሓሳብ ኣየናይ እዩ?,ግዜ ኣብ ስራሕ ዝተደረኸ እዩ,ስራሕ ኣብ ግዜ ዝተደረኸ እዩ,ስራሕን ግዜን ፈፂሞም ኣይራኸቡን,ስራሕ ንምስራሕ ስደቓ ግዜ ኣየድልዮን,B,,
59,civics,2016,Civics,ተምሃሮ! ኣብ ወፍሪ ፅርየት ከባቢኹም ብንቕሓት እንተተሳቲፈኩም እዚ ኣብ ኣየናይ ዓይነት ተሳትፎ ክምደብ ይኽእል?,ስነ-ቁጠባዊ ተሳትፎ,ፖለቲካዊ ተሳትፎ,ማሕበራዊ ተሳትፎ,ባህላዊ ተሳትፎ,C,,
60,civics,2016,Civics,ብመሰረት መዋቕር ሕገ-መንግስቲ ፈደራል ተግባራት ክልላዊ መንግስቲ ትግራይ ክኸዉን ዝኽእል ኣየናይ እዩ?,ገንዘብ ምሕታም,ብሄራዊ መከላኸሊ ሰራዊት ምጥያሽ,ፖሊሲ ርክብ ወፃኢ ምዉሳን,ክልላዊ ሕግታት ምድንጋግ,D,,
1,ሒሳብ,2016,Mathematics,"ትኽክል ዝኾነ መልሲ ምስ መረፅካ/ኪ ፣ ነቲ መልሲ ዝሓዘ ፊደል ኣብ መልሲ መውሀቢ ወረቐት ኣፀልም/ሚ።

ዝኾነ ቁፅሪ ብርብሒት ክልተ ሓደ ዓይነት ቁፅርታት ብዘይምፅግጋፅ እንተተገሊፁ እቲ ቁፅሪ እንታይ ይበሃል?",ትርብዒት ሱር,ፍፁም ትርብዒት,ፍፁም ኩብ,ኩብ ሱር,B,,
2,ሒሳብ,2016,Mathematics,ሓደ መስመር ንክቢ ኣብ ሓደ ቦታ ጥራሕ እንተነኺእዎ እቲ መስመር እንታይ ይበሃል?,ልሕስሲት,ዲያሜትር,ሕንቁቢት,ኮርድ,A,,
3,ሒሳብ,2016,Mathematics,ምናልባትነት ርግፀኛ ኩነት ክንደይ እዩ?,0,0.5,1,2,B,,
4,ሒሳብ,2016,Mathematics,ነዞም ዝስዕቡ ርትዓውያን ቁፅርታት ካብ ዝዓበየ ናብ ዝነኣሰ ብቐደም ሰዓብ እንትስርዑ፣ [[7/9]] ፣ -1 [[4/5]] ፣ -2 [[1/3]] ፣ [[2/3]],[[2/3]] ፣ -2 [[1/3]] ፣ [[7/9]] ፣ -1 [[4/5]],[[7/9]] ፣ [[2/3]] ፣ -1 [[4/5]] ፣ -2 [[1/3]],-2 [[1/3]] ፣ -1 [[4/5]] ፣ [[7/9]] ፣ [[2/3]],-2 [[1/3]] ፣ -1 [[4/5]] ፣ [[2/3]] ፣ [[7/9]],B,,
5,ሒሳብ,2016,Mathematics,ካብዞም ዝስዕቡ ብዛዕባ ርትዓዊ ቁፅርታት ትኽክል ዘይኮነ ሙሉእ ሓሳብ ኣየናይ እዩ?,ምጉዳል ርትዓዊ ቁፅርታት ጠባይ ምቅይያርን ምሽራኽን የብሉን።,ምድማር ርትዓዊ ቁፅርታት ጠባይ ምቅይያርን ምሽራኽን ኣለዎ።,ምርባሕ ርትዓዊ ቁፅርታት ጠባይ ምቅይያርን ምሽራኽን ኣለዎ።,ምምቃል ርትዓዊ ቁፅርታት ጠባይ ምቅይያርን ምሽራኽን ኣለዎ።,D,,
6,ሒሳብ,2016,Mathematics,-0.35 ብ 8 እንትራባሕ ዝህበና ውፅኢት ክንደይ ይኸውን?,-2.8,-0.28,0.028,2.8,A,,
7,ሒሳብ,2016,Mathematics,ሰረቱ ክቢ፡ ካብ ሰረት ወፃኢ ድማ ቀራና ዘለዎ ፀፃር ምስሊ እንታይ ይበሃል?,ፒራሚድ,ስሊንደር,ኮን,ፕሪዝም,C,,
8,ሒሳብ,2016,Mathematics,ካብዞም ዝስዕቡ መማረፂታት ጎንታት ማኣዝናዊ ስሉስ ኩርናዕ ዝኾነ ኣየናይ እዩ?,1 ፣ 1 ፣ 1,12 ፣ 13 ፣ 15,8 ፣ 9 ፣ 10,3 ፣ 4 ፣ 5,D,,
9,ሒሳብ,2016,Mathematics,ስሩዕ ፅምዲ (-1 ፣ 4) ኣበየናይ ርባዕ ምርዉ ፀፍሒ ይርከብ?,1ይ,2ይ,3ይ,4ይ,B,,
